CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,Churn,ServiceUsage1,ServiceUsage2,ServiceUsage3
CUST0069,Male,39.52264415123015,33.08351736652551,98.05690006395221,4318.349400659571,PayPal,Yes,21.51345163367886,29.66999466139287,185.663582322508
CUST0192,Male,49.69627135406922,8.840644533694421,88.03251479936002,5806.470220843898,Bank Transfer,Yes,68.0437745969643,49.29371975471344,104.8823708028656
CUST0118,Female,60.87366508491419,4.928661434881214,149.011881542956,6982.995079228294,Cash,No,85.0686763194074,10.79189515093239,38.96700431104331
CUST0045,Male,50.36669965499855,43.05691420205695,78.7764398945596,9296.92497684945,Credit Card,Yes,92.30178393908899,14.40074736461284,187.2608705258846
CUST0137,Female,24.97043261724337,4.691338439000107,48.79098721005681,8687.717245137985,PayPal,Yes,77.75015008183153,46.21060303093796,176.1388709356471
CUST0059,Female,32.45279224297632,49.58739026056757,36.81879322042243,288.5269627883939,Cash,Yes,74.36787766933142,30.40924308945694,29.88910941536045
CUST0176,Male,27.88224942773351,50.83514491772494,104.9265175352193,8170.261582363029,PayPal,No,5.131114674216128,38.40230685851557,89.95045061163367
CUST0143,Female,48.8022836539857,26.19346532523674,38.07712005857614,1638.574205561173,PayPal,No,57.61179789969118,30.24520480843234,45.06567327936888
CUST0134,Female,28.72331545951033,50.67963626627124,23.77037559349564,5420.888150754655,PayPal,No,81.9822389442866,20.15061642505884,173.2491943828759
CUST0160,Male,51.61404262997813,41.71080628935938,97.95751220774878,5435.838024536469,PayPal,No,65.4302529060063,43.36144837850713,150.7343579946213
CUST0161,Male,28.5705028641048,46.90801155911416,55.85636135060448,1050.806483606103,Cash,No,69.38694379159301,3.03444131587526,124.957471081434
CUST0058,Female,43.07365329597127,6.724859427059648,130.0414422567989,6147.695101874588,PayPal,Yes,20.91841595930747,11.37076809228432,172.6491986512387
CUST0017,Male,51.08874692211454,34.31516893262886,24.99340597584442,819.9685814702516,PayPal,No,79.0318648438944,45.36923863743753,44.25145532730544
CUST0115,Female,68.20540411849039,67.368004946778,75.79340029254085,4375.425858595154,Credit Card,No,74.93007857191341,11.46570879598928,197.210395401469
CUST0006,Female,42.91167035175518,11.97839228143658,35.7472645366537,7712.647803718584,PayPal,No,70.9497707659165,9.253052705392516,24.65665381185362
CUST0057,Male,58.84540466310608,57.20116245609702,108.9476140008768,4606.414832245165,Credit Card,Yes,25.95200590840507,5.541940134603224,105.612601299633
CUST0155,Female,17.7349333479291,50.24123046644146,130.9547509019765,4405.336656662113,Credit Card,No,17.93220245998549,34.70718232177315,19.80836207294566
CUST0051,Female,40.42975093676549,38.52539985509464,43.12799978002168,6433.920948982264,Cash,No,68.72356833396405,33.50319398337264,16.59551809800587
CUST0111,Female,32.39253014567644,9.55442406163369,25.09926013658043,8679.10523523891,Credit Card,No,88.50387946863151,18.28073590767701,56.91994263444175
CUST0130,Female,25.44072154147499,37.86474751594858,64.15342807744456,7858.291044950472,Cash,No,47.3789019285288,35.38714505780493,173.0135050073126
CUST0126,Female,30.99700431383773,23.1874895170152,128.245237534034,3573.279440850282,Credit Card,No,1.845881271255464,42.58063441188108,171.1286765650281
CUST0129,Female,30.75575205782997,15.10283235444989,46.84976929944517,2376.964577180941,Cash,No,46.59516047164234,42.21302054553903,31.29248428408285
CUST0048,Female,59.91781459884331,11.39630805631633,80.52058591961476,2509.614392446279,Cash,No,32.99038697538496,0.0,138.0379703375423
CUST0119,Male,64.25549825102101,58.3148548567461,86.71010876671707,8421.819827003193,PayPal,Yes,9.705716189758585,42.81463582711876,144.6703340157381
CUST0090,Female,41.00411900556514,46.53501471843765,43.1508861358604,3733.251051665535,Cash,No,42.45960493807923,17.5519795835635,169.1816756432401
CUST0159,Male,46.00654508004817,38.81705601607091,72.13147343983269,858.2578181352238,PayPal,Yes,57.48178207484873,43.85661952239308,116.5190248687294
CUST0133,Male,16.66372679476002,42.9993641777474,125.2832476833315,3704.532253982197,Credit Card,Yes,49.06762567117671,22.29846486356215,131.694931290524
CUST0168,Male,39.93957828192546,52.54916949198313,72.15419772002865,7957.28290831626,Credit Card,No,100.2135032827858,19.38945259047761,11.62088551227218
CUST0013,Male,52.26084612348463,47.53255427781517,132.6919570203032,10189.75931256322,Cash,No,94.77127179808225,32.45562430693111,192.4158051845011
CUST0127,Female,55.85820772162065,1.009620792498852,124.3905313890921,2168.854130038408,PayPal,No,72.90260334692292,21.29071520867763,198.8849507332623
CUST0172,Female,18.46807707134626,56.76100760078228,88.77635853305529,4418.150785850627,PayPal,No,81.95110546806409,50.53252083881367,168.6813661452318
CUST0050,Female,35.92577527917815,33.43910983202252,44.49621054536761,2767.769789360778,Cash,No,75.9006594814662,45.06335538299352,41.30270627828079
CUST0062,Male,52.20314942536572,28.08546144386357,31.661319143343,5319.104482870248,Credit Card,Yes,73.9882059195841,42.52177901470515,173.0899403530691
CUST0061,Male,55.26648650674983,50.88642882316508,148.4063526704582,2361.01040871323,Credit Card,No,60.07737034938177,10.32113105707558,190.5646155207532
CUST0167,Female,19.66721987547709,1.918684353214636,33.11228929965446,9271.790156659945,Bank Transfer,No,83.50646406533102,33.25912962693449,35.14710204898779
CUST0149,Female,38.66523054431365,70.17532785113758,132.4729305128317,7157.165918283863,Credit Card,No,17.50042204676836,29.21434912679043,181.1832110900175
CUST0102,Female,21.18841441412809,65.11554862848233,93.79529630377367,859.3058424078096,PayPal,No,53.57265879844687,3.964741174388271,110.0473755349475
CUST0073,Male,21.46813091695995,40.60689808982157,121.2336303302886,7657.620606569483,Credit Card,Yes,27.44939853024434,22.94036932353597,147.8898363461705
CUST0059,Female,35.54164442882688,50.76888151058547,35.43546997891467,271.6111790200395,Cash,Yes,64.67570141074432,31.17782455659214,29.51687944995916
CUST0045,Male,58.2909770701476,39.84420962679263,76.9025366517726,9300.938089890831,Credit Card,Yes,86.18541681387538,15.10646408627878,177.0441005118996
CUST0068,Male,40.72846287653976,42.68217167759843,76.4089143930431,8628.33288797546,PayPal,No,93.26679872097448,19.90879372066485,152.524259700274
CUST0200,Female,65.25547465101472,34.71786167543365,117.6618716696638,1992.706008463603,PayPal,Yes,2.199586310247605,40.67741014298566,172.5609270019847
CUST0139,Female,71.44077080149141,55.67781738241248,83.53784695140178,2355.902529687828,Credit Card,No,62.41014600323433,42.89996449486032,73.68999453466942
CUST0094,Male,30.4825760600433,5.222511609359448,48.99713043608661,9315.878911092912,Cash,No,7.189044694548572,10.05635981336241,40.67132595146651
CUST0038,Female,32.51413345401431,22.57477036075376,61.37474133959818,2227.704570955512,Cash,No,91.63960267027815,43.80000127035903,127.5584705995091
CUST0150,Female,58.97670942625193,17.5878704502399,30.57361452959677,6407.294388912755,Credit Card,No,28.08528782698292,19.72072848371362,79.3878485625188
CUST0120,Female,52.92808701766005,57.87710208935199,95.58619662251206,5074.809931286777,PayPal,No,31.23600223017404,37.00576823499761,16.62962822112519
CUST0127,Female,49.05619426077168,0.9290866189450888,120.7074116775788,2529.27934103414,PayPal,No,83.19829808249878,21.46708898777421,197.065790626934
CUST0006,Female,36.02110043103777,12.47290317865546,38.15187420111213,7414.433427288242,PayPal,No,69.99463643031947,10.38090745575287,27.81033683594912
CUST0178,Male,41.09824140871205,40.02299064619558,33.46039097181499,9862.120011451037,Cash,Yes,8.587391975502811,36.84577381907449,192.552204819497
CUST0159,Male,45.49648565902959,37.81184791128705,71.3057756874905,953.7914248518523,PayPal,Yes,54.64951409168012,41.3049481428985,119.2177385372771
CUST0140,Male,63.27709167941933,10.11093693431667,73.3325018458309,1914.743368501564,Cash,Yes,65.76063605726479,33.38037485827863,25.62805645776504
CUST0135,Female,20.98166655426578,25.30639358495808,29.20815797585145,2908.936914024705,PayPal,No,4.36527234381234,42.08296300094813,113.3269919241107
CUST0132,Female,24.61554320845995,38.97468227337222,135.10419013684,6373.038314500751,Cash,No,5.639780495107455,38.75155738337162,185.4121616006862
CUST0025,Male,32.43241949142808,27.67865557074732,44.68609818004324,616.2233405642918,Credit Card,No,76.79145075551632,12.15520945935883,84.10494948311076
CUST0124,Female,44.07974412250633,35.51199996780886,34.30174625097132,1845.232923193799,Bank Transfer,No,44.38407122086407,15.87178547304483,59.53315671821188
CUST0187,Male,48.80710115625922,50.81273188771497,128.7394931881833,6239.583259123934,Cash,No,77.12503214836808,28.76931117667983,196.8864218917243
CUST0118,Female,52.15313946906707,4.591936160953583,140.4039021055347,7008.849314564537,Cash,No,75.87740490588297,10.27469024986115,39.24544822612116
CUST0008,Female,44.06999794778394,60.67670763953689,134.3109437259802,3704.521615503821,Bank Transfer,No,82.08363023151291,13.19243390747425,51.11928386969751
CUST0010,Female,39.63601682296576,52.98491210469637,92.77205023129086,6386.270342348108,Cash,No,100.5526201893852,20.95128893963707,37.5255830035218
CUST0126,Female,33.41175749006061,24.26552245050853,134.423821554062,3393.932003636873,Credit Card,No,2.080330174087633,43.5509380289589,161.8088843529734
CUST0166,Female,18.52650764705341,45.39750098513624,92.02136307584428,6194.880412433786,PayPal,No,77.78369513517316,34.57266193580003,164.6775977197449
CUST0100,Male,27.53633850817057,45.05642840887415,123.1395795493868,9135.967959261503,Credit Card,No,98.70251764506776,44.72047260328578,113.6890150926946
CUST0063,Female,47.94244823775154,54.69426709000866,48.68293551715909,2850.862491562417,Cash,Yes,53.43817651515428,50.8708643498091,44.50114058983758
CUST0146,Female,34.38810185678631,63.24472779680625,126.2133242437937,6631.116850038497,Cash,Yes,15.90389251233388,38.64305958630614,75.41297157932483
CUST0026,Female,33.65067418618776,44.38076256486195,102.3694624292525,8483.45849485208,Credit Card,No,104.6340457263029,6.015843688919095,96.63128333460418
CUST0059,Female,31.56399511098214,52.10566686191282,37.40275223138404,284.6034121547737,Cash,Yes,75.8597241973626,30.45135639856618,32.94821853512379
CUST0115,Female,63.72752914335008,60.12670655849362,84.18152488463882,3881.661158465317,Credit Card,No,73.6510624553925,10.69879464161725,202.8352751185134
CUST0010,Female,39.76791704394363,59.7100999756122,90.69769658482596,5817.299950001356,Cash,No,95.69855994760789,19.88404479312164,38.60977667750224
CUST0194,Male,71.60999866194271,45.1770955778972,36.44935180602195,1710.000675719343,PayPal,Yes,52.50102288645623,15.51882328128129,95.23494970748834
CUST0041,Female,54.56731484768896,32.82463614462714,90.30008459018514,3838.773610358252,Bank Transfer,No,79.1935350770631,33.55885605140401,197.5618221674229
CUST0174,Female,19.38313545869483,41.49560011382175,91.6478653659932,2894.164783113013,Credit Card,No,53.63154385544579,24.80997702251138,150.6153307848773
CUST0147,Male,22.21003493902364,68.69655979443846,55.6677998638885,1477.370926627763,Credit Card,No,87.95145703413772,55.21383320531341,168.3223808982409
CUST0198,Female,60.79552629408306,8.984591628478132,101.2864890453113,1593.528442339305,Credit Card,No,58.82340779833706,21.0872128021138,159.39026208617
CUST0104,Female,42.84197041731507,28.32856899089084,76.73686233830577,3709.351055608489,Cash,No,62.95818120797102,1.005782443225902,147.8938886604191
CUST0006,Female,37.48584701117918,12.97507916822523,37.38201507068523,8587.202672035946,PayPal,No,72.72302695038654,9.540696132416302,26.69841891757347
CUST0117,Female,16.9251624711891,6.302273837348203,35.24078056870532,8795.284259607412,Credit Card,No,38.68786516593381,23.28502114859479,22.75812949819814
CUST0164,Female,49.95562122346304,8.445832749765836,61.44112458407548,2668.862004757251,Bank Transfer,No,62.46214520582451,2.941882603995771,86.00939647214011
CUST0187,Male,49.62217803900799,52.25022864688314,136.3130770375127,5988.795211399204,Cash,No,81.74597218963866,26.65133269887986,194.8790427082544
CUST0047,Male,52.37110322466255,36.38752463917481,132.5848133873907,3460.913662350185,Cash,No,92.22174436101622,2.981243246150145,91.77664014814589
CUST0004,Male,59.17057436677609,47.40135278372684,144.9213843376221,2420.875615030539,Cash,No,59.05882067340691,39.15099299047125,188.8933515269995
CUST0087,Male,39.4942313816294,4.090159765576433,58.00531091513665,5012.448091542577,Cash,Yes,83.61975996020084,17.06754845345943,102.9941963618723
CUST0023,Female,63.23791657934188,28.67947657256985,58.00944472840602,10483.42579552414,Credit Card,No,64.60751695653153,34.56600583467991,182.8729410608471
CUST0068,Male,41.18952814296588,40.3580909037639,79.7230365327777,8496.360755394298,PayPal,No,90.40971053736891,19.23520927509687,154.781440460398
CUST0122,Male,54.4689612487999,37.81878433975605,41.97302421318653,8924.509578366471,PayPal,Yes,6.899901888326773,17.31174690957524,10.5180547370278
CUST0006,Female,36.86465819488669,11.93353015786595,35.97691650616542,8802.999887645823,PayPal,No,72.96197713122044,10.17380141430416,25.52631016687584
CUST0023,Female,71.27243029787705,27.77126647162455,62.52848378514022,9966.40463403642,Credit Card,No,68.23592817020769,34.13058255546295,198.4698189521639
CUST0175,Female,22.83391453940906,76.34205269770985,125.0022168534977,10040.46949009675,Credit Card,No,12.04690407939266,27.66862408183129,79.79438590434287
CUST0148,Male,35.81376932732093,23.63961856282983,91.62710275946888,9989.742828405053,Bank Transfer,No,85.47617384437362,50.23200730931602,90.44015629541818
CUST0029,Male,18.99930807167655,43.51980964980413,42.5351925420286,7232.337561526818,Bank Transfer,No,32.08631209360573,21.81654396209922,43.38320108843738
CUST0040,Male,26.92148521797471,1.911016276767534,111.0233344545566,6224.267752264057,Bank Transfer,No,40.81022830250014,11.62510413029691,189.437534691301
CUST0143,Female,49.24344726788416,23.75303817579276,41.5508433486811,1810.346239576708,PayPal,No,51.4119280507797,28.10318618754975,47.29267613740689
CUST0043,Female,37.45468042967091,21.08900442817187,135.2278792026507,5610.992344810632,PayPal,No,0.0,49.79576321526956,33.08794239008322
CUST0099,Male,23.3260687529493,63.5949637892376,91.75668602898054,7193.948520590611,Bank Transfer,No,39.39939050555979,5.002573733220621,69.12932614287803
CUST0134,Female,30.54695360302757,51.90005087455768,21.65967601460162,5487.800754266976,PayPal,No,79.61606719771395,18.19930379250907,176.2005456436797
CUST0049,Male,53.23772873907906,28.24430506757606,128.9405789975999,1381.117985918021,Cash,No,39.62016944617792,39.1071050375662,99.73016218250419
CUST0069,Male,39.38865787550993,37.50101321936767,103.1593104134776,4208.210613501422,PayPal,Yes,23.77338806455819,26.23392065924392,197.2807262305522
CUST0043,Female,37.82890185456035,20.80971753618876,140.9095077198283,5646.568162841123,PayPal,No,0.0,49.95243551484033,32.33496729896689
CUST0019,Female,65.8677353572608,15.51710219658138,74.7400593148067,5421.285684596164,Cash,No,30.61581016321351,44.28214193302009,187.9389167941072
CUST0054,Female,49.4060143696786,70.52977120169042,46.86648912431313,3140.151359172517,PayPal,No,46.73254546344293,13.78483307294926,195.4273662660989
CUST0170,Male,45.75295329165151,54.42087759483168,74.32265832023234,5961.250392330668,PayPal,Yes,30.09234397911544,40.18066141425966,183.7104067076779
CUST0062,Male,53.11884479610024,27.59581951447927,33.50199197237907,5114.441448857128,Credit Card,Yes,70.93038393870424,40.13965568574768,165.5921353190678
CUST0011,Male,63.04527543311025,17.98990303370158,55.01224459384219,1145.713602363712,Credit Card,Yes,42.19541497501407,14.85321437736634,37.93033244150648
CUST0115,Female,61.46413075167388,61.37329454860716,78.78203662123954,4187.01948297512,Credit Card,No,70.52084823080357,10.62010413824654,211.4617605953372
CUST0092,Female,29.71134476247155,24.48711131612457,109.5963579977682,1843.553408434562,Bank Transfer,No,86.99276563800585,15.57104558715629,26.02361634054534
CUST0104,Female,48.02190904466987,30.15479491292435,69.41281415125023,3576.458852572401,Cash,No,69.13797587137532,0.9798200012148349,158.5516094666873
CUST0025,Male,30.38458581323112,29.70387157537824,47.61331417421613,686.7418370803399,Credit Card,No,83.22319963395375,11.11745611058341,83.1735417444459
CUST0195,Female,23.50953517820582,1.883957304017264,116.087544434962,5147.873991896046,Cash,No,83.35783122837675,24.15192603217406,186.53470038442
CUST0164,Female,49.15456729755603,9.17927047584823,60.87201731983052,2657.433399916553,Bank Transfer,No,59.67404287368383,3.206567349961588,95.612648372397
CUST0023,Female,69.25462670150021,27.45875736011705,61.49896094859855,9750.519159030477,Credit Card,No,71.16985327499108,33.71194352057079,193.5837574078876
CUST0171,Female,54.9583165958997,54.68988526186605,100.9197403291372,1711.932950922519,Bank Transfer,No,15.50462422287064,20.81174872222685,46.46061251587524
CUST0044,Male,29.25339836925186,68.42154734698602,56.37733069101741,1778.408624947007,Bank Transfer,No,32.08222306461329,4.155067712001951,96.12824689135694
CUST0028,Female,54.06897199791291,46.43279199361776,79.22581329405514,4752.262527980245,Bank Transfer,No,47.32019985095195,29.71783321786935,160.7527349720971
CUST0118,Female,59.21945915454744,5.225299039839404,147.1205825216737,6869.619602179211,Cash,No,74.96934348103719,10.08512935731933,41.41566126171253
CUST0132,Female,22.77074756927568,41.87943674202146,126.6576917700327,6207.393484645819,Cash,No,5.578892800748939,36.87291491454436,178.0879246247075
CUST0116,Male,55.16232743345591,1.067999824163963,77.68195661967404,5093.592070438964,Cash,No,1.014683696941522,15.58148009222892,22.83849020341551
CUST0067,Male,45.58084506230774,38.25113514839477,85.20095935047274,7501.015008512872,Credit Card,Yes,88.01092896545961,44.57699574835411,153.4955015273343
CUST0025,Male,29.56079091770465,28.55152863720976,44.86752008418635,717.7850074939648,Credit Card,No,86.07182637224821,11.94996284653974,94.98966838014668
CUST0145,Female,24.7050373544407,6.226203769466958,134.4794159900261,2171.450781648441,Credit Card,Yes,64.69777283041833,19.40886949965924,122.436557137634
CUST0137,Female,25.63049195204263,4.632667118674911,45.45372043306089,9958.290721522422,PayPal,Yes,91.24424984932254,42.36271492408549,172.5400600023389
CUST0012,Female,25.79308313345838,41.24626793185482,60.75226454355919,7071.626970989193,Bank Transfer,No,71.6562626708734,22.49890865549682,93.8788082515836
CUST0067,Male,39.64366887176431,40.03481494121763,91.4978227883087,8393.294031460118,Credit Card,Yes,91.9502601868579,42.8012816390544,159.6608700108054
CUST0086,Female,61.68096364431221,8.734985025805024,131.2812720131631,7887.191350774367,Credit Card,No,8.011858463300133,35.75212550215228,13.35086759137142
CUST0061,Male,55.81117546740897,49.33927554212267,158.8266278511541,2198.876138724155,Credit Card,No,56.87548061064927,10.45795659455336,193.4954029313801
CUST0046,Male,24.29679088146284,51.00166177698082,21.18938030050119,724.0750508439123,Credit Card,No,38.98291918227378,40.60170859402528,110.4250495450234
CUST0005,Female,36.10616606909801,71.38352729022753,93.17123972801835,4591.254996206848,Cash,No,64.36506125418265,1.05953910535409,51.07821056497327
CUST0018,Male,34.04777866231883,67.70048132548322,89.29791762228554,7928.749008577971,PayPal,Yes,43.41102584825828,33.28957915076045,57.22978443805046
CUST0177,Female,44.18641678910552,1.844807212629687,127.2882769674538,5032.899348216348,Credit Card,No,27.70520124007236,36.98919443524999,81.303792959747
CUST0145,Female,25.56696200955443,5.963810976419181,131.6986663328668,1999.608601355633,Credit Card,Yes,62.11840438581853,19.32896700059652,124.8468445796312
CUST0163,Female,22.42604629439751,46.88553993934954,60.6540767246668,992.1782642008762,Cash,Yes,44.8760989286899,13.52838819891556,180.8747774234604
CUST0012,Female,30.5196534106981,42.36433468587082,54.31132368827485,7104.176750841102,Bank Transfer,No,68.07968472321102,20.85376587916178,87.16439805826494
CUST0066,Female,61.70045192735794,51.48766971325259,77.94482343100574,7410.524462318868,Bank Transfer,No,89.74552064797551,18.47307005146061,122.6470007829726
CUST0027,Male,30.08796235915881,33.94959413596489,19.6505198460584,1349.195903674379,Bank Transfer,No,14.42337850392536,36.45995655128453,14.56767212127965
CUST0031,Female,26.27660712634143,69.10385969052103,46.78565131078258,4978.942114112636,Credit Card,No,72.53567655748662,37.37565640235798,204.4217814743631
CUST0104,Female,42.15268138094107,27.45826178806048,70.96527111698232,3373.242059375102,Cash,No,66.86625179107637,1.02472722971848,141.5620799295493
CUST0156,Female,33.04116345806208,21.84875564244941,54.83431917837479,7261.53665074701,PayPal,Yes,34.54376807025569,0.0,107.3331959881849
CUST0131,Male,34.70300359822452,54.49827959797476,141.8998167854565,1437.720098097275,PayPal,No,8.501256267236869,4.063800705314525,181.9753265139411
CUST0066,Female,62.24534917296766,48.21417599770119,83.49731440027814,7271.74224809917,Bank Transfer,No,89.84992001185009,16.88897278231206,124.6057969968149
CUST0165,Female,42.73399078681095,10.98498642722935,65.21101081234382,1569.122613553728,Bank Transfer,No,10.61670504914377,33.97928031384529,177.8354932360223
CUST0078,Female,65.59607045063521,26.73691925258457,39.16694372478094,1667.187769300481,Bank Transfer,No,98.76048177003273,0.0,48.16134944787503
CUST0028,Female,52.73103359252324,48.33828398329355,74.45316076960302,4013.980829838262,Bank Transfer,No,47.55260322226865,34.7146451604729,156.4496234018689
CUST0037,Male,58.93647535645982,25.03405162248921,26.03696645183211,10957.14396812058,Credit Card,No,93.17649261484777,31.23129855694003,147.9059066245157
CUST0126,Female,32.24896200350621,23.61886680875167,138.4970109296015,3468.365486790846,Credit Card,No,1.96736346184465,40.29350272226293,179.3618478222669
CUST0035,Female,62.54780542780411,3.820438726631349,114.227958150026,4416.871104875265,PayPal,No,72.16549916506939,31.07539604148451,95.54899238748068
CUST0056,Female,43.92772335589931,67.96100094898448,131.7377597119949,4983.213198867242,Bank Transfer,No,92.99904517492827,31.61150310997893,31.80648727076158
CUST0039,Female,55.50688270240578,67.49114830707266,27.80328536267117,481.2818801820785,PayPal,No,15.34558285409584,25.29647487667546,60.01871599268835
CUST0103,Female,57.78280723030547,62.7114128437972,141.8962372681363,4524.05946494013,Cash,No,69.8331232037354,24.89652988424492,202.7289542569723
CUST0119,Male,67.06990336886038,55.43803337231378,80.1633632266004,8900.32478141619,PayPal,Yes,9.542866767095733,44.31793544007662,143.9120982932202
CUST0025,Male,27.05251056334431,28.37917205471711,45.94661695220842,684.191381717464,Credit Card,No,81.94307537318412,12.52480910301715,80.81638105149004
CUST0008,Female,42.90772097049507,64.49215037019863,126.4420569460304,3291.03038501131,Bank Transfer,No,85.9119208084954,13.19295745462802,46.81096689082757
CUST0004,Male,57.30798751528805,46.70294715310692,146.9485516179624,2525.721131856729,Cash,No,62.09409001969932,38.07913755191947,172.0220955338227
CUST0050,Female,35.34955680991833,34.40729444180472,38.9937097717445,2713.893758798614,Cash,No,83.60212381007884,46.7877894138263,41.48729466036562
CUST0137,Female,25.02002283326707,5.106912058417961,43.96597331731083,9440.075024130923,PayPal,Yes,83.59232392289316,41.02894959648668,171.6166139363428
CUST0048,Female,61.22454895447039,11.33794502330251,83.93903939100811,2326.658983376159,Cash,No,33.09964538929611,0.0,128.4478411169431
CUST0164,Female,46.85987133037724,9.194198874816799,62.98332360445617,2836.354580773934,Bank Transfer,No,61.21043039997573,3.090138959198133,83.55134207689865
CUST0107,Male,38.03189988356629,49.89195441972316,24.3159618230708,6798.671557352186,Credit Card,No,3.993982219640547,39.90074139814455,152.0142735111628
CUST0150,Female,53.19662096704239,18.46646126302007,30.28811073926793,7131.295433228464,Credit Card,No,32.48944900658203,19.73727763611986,82.48307198929281
CUST0080,Female,34.70726705917862,28.34060501981906,120.4354246877132,10465.43958872374,Bank Transfer,No,8.238792424582016,44.96142915135836,115.9363928777942
CUST0039,Female,59.50683174522766,61.12967870063657,27.14839594389858,450.6227814971156,PayPal,No,14.47073960087247,25.30196144429205,52.12015804584156
CUST0014,Female,34.36487116205699,26.8328955133378,87.35160109466773,9927.13397487221,PayPal,No,8.251529593821653,3.758829721337645,88.84290281086689
CUST0176,Male,27.71179330611298,50.60260959957814,122.8162084293874,7896.828884868266,PayPal,No,4.869212289714082,39.90406240061301,98.07066087717202
CUST0139,Female,67.7437252789396,50.96294434616917,86.12895636694054,2358.105531180533,Credit Card,No,61.59087039525739,42.49926912923652,76.6545685263264
CUST0194,Male,65.99704781655373,48.82671603172258,37.40045553085724,1633.874712251593,PayPal,Yes,50.54388734248602,15.48053086380378,112.073720875047
CUST0187,Male,51.06666551823331,53.09745931635805,124.198958579806,5620.648807744709,Cash,No,91.783855489471,29.53068605258488,200.303203707283
CUST0183,Male,75.26431850712692,5.824106695812555,46.48879362457075,1608.033250120433,Credit Card,No,65.51397226719558,40.39965931022034,79.11518264353879
CUST0072,Female,32.2402669528466,54.43841616820535,55.07930388668296,2428.663858415672,Credit Card,No,24.26309414687378,6.26885851075488,154.6750654359605
CUST0124,Female,45.0402808053684,32.61879396191632,32.95168043329385,1805.407208672514,Bank Transfer,No,41.85909992360592,11.66420248280886,60.9391021314368
CUST0033,Female,47.41155644418586,27.14810473637205,107.2265880241121,3947.864318008767,Cash,Yes,76.7624137112945,38.90960967345595,119.2721763784485
CUST0045,Male,60.39624931872793,37.67130902643023,67.71634213800905,9510.597648313056,Credit Card,Yes,90.76492627202873,15.39088104413941,175.65083720518
CUST0108,Female,31.73585058009436,14.97417335875544,115.6997029452917,6672.238809426353,PayPal,No,52.74992860168745,13.78670984007983,184.9399996917612
CUST0134,Female,30.52427676550559,58.17932101925984,20.05568090743847,5583.60839590308,PayPal,No,91.26546494559332,17.35404648124454,174.5066787553888
CUST0142,Female,18.44949946647398,59.37024932600195,29.86160419776566,1985.095596528862,Credit Card,No,59.89578203306492,24.91516021461538,107.4468935961382
CUST0004,Male,54.64427293108665,43.35106184621753,165.4777838909965,2476.748019106529,Cash,No,63.33662808743381,44.09718478315632,190.5225181494784
CUST0130,Female,26.59730754543626,35.87239414152096,69.34169480371857,7237.645968601686,Cash,No,47.33368433082811,34.63294071915688,162.4300635739237
CUST0075,Male,58.01373034911059,66.10979847790193,81.94324721087916,8109.238073965789,Credit Card,No,28.57245687321072,27.01864568333314,179.1388359418248
CUST0105,Female,27.73984688231142,4.075012738577929,58.23155240465255,7017.559027603344,Cash,No,65.3934572839879,19.13570731112596,96.92292924454198
CUST0061,Male,59.58461684595815,46.57809919535921,163.7303442502486,2158.540809799646,Credit Card,No,63.92761025204426,10.2405926959038,181.9268647391293
CUST0064,Male,22.92248504663019,26.06388200745547,153.0382872073877,2088.395986990498,Cash,No,67.01622757552762,20.13578601512673,15.50249566370586
CUST0093,Male,61.36717101498368,17.15552319956902,59.457898053703,6575.020434103528,Cash,No,55.24224738886463,10.71139390263785,132.8138118292619
CUST0067,Male,39.97259589863553,36.32524446396973,99.26274787362694,7768.911963015759,Credit Card,Yes,88.74131463775136,40.91092242862888,143.8069975782932
CUST0081,Male,24.73106922952213,49.5503274732046,87.11708295617656,3686.030453696427,Bank Transfer,No,42.27899561277331,15.40601568180259,139.5810167411107
CUST0114,Male,22.18476411477349,56.6137908980273,26.04898752842358,8276.838527731694,PayPal,No,75.34229250527225,21.6837078839983,103.2334730987467
CUST0160,Male,55.02414029671542,39.70063382112846,94.95993859477858,4921.55464038936,PayPal,No,71.68211317569113,47.06686085669335,166.3644796342856
CUST0129,Female,34.06464290781689,14.3267526111451,48.17895286185952,2198.208503057292,Cash,No,46.48932553111818,42.94342643516318,31.522127489814
CUST0170,Male,47.03283011657089,50.4806061225905,79.51696577346205,5900.224833391687,PayPal,Yes,30.92832992996705,36.57499311879137,169.5805179747857
CUST0048,Female,63.25973162907574,10.73984917038909,80.41711875354,2333.016431436521,Cash,No,34.31736398589704,0.0,140.7682807399105
CUST0122,Male,53.14301063247858,38.05189935190941,43.89643805176382,8770.981407732985,PayPal,Yes,6.241231060896664,17.40139785317125,9.742068340633308
CUST0111,Female,29.37047906127264,9.647997529004872,23.84299214882271,8049.581483408797,Credit Card,No,85.69228052390012,17.31424266308356,55.44272762438398
CUST0043,Female,38.91819907253205,19.27646608675666,125.1728259910501,5577.431881947162,PayPal,No,0.0,47.37306927245513,35.99660648946836
CUST0126,Female,31.97138427028104,21.44992372256765,130.5265159308869,3228.368241580781,Credit Card,No,1.937745408151643,45.47364163104642,161.0395348442587
CUST0005,Female,33.39955047443794,74.40316033525816,82.6028693183589,4918.96434284133,Cash,No,65.77112354392,1.023119696566851,53.25102642478924
